trial,class_id,num_images,min_area_ratio,k_area,t_area,w_area,w_center,w_border,w_sil,sigmoid_on,sam_mean_iou,ours_mean_iou
24,6,30,0,23.95516844640753,0.850023624512901,0.023424699528212554,0.2809554097025861,0.1202046790265386,0.003437748768853302,True,0.8503077569536285,0.6845872584327901
25,6,30,0,27.8215368719935,0.7090987422959444,0.07759479291304505,0.034731608305608265,0.31562615090002827,0.11596349533058212,True,0.8503077569536285,0.8014668344466366
26,6,30,0,2.5068105357878876,0.04356852760999086,0.0036938422184675268,0.0008556952551152089,0.003373288291246382,0.005400170906286579,True,0.8503077569536285,0.8073795499882629
27,6,30,0,0.09524570938178045,0.6193990813183674,0.031325253753153426,0.07084057934016283,0.17154098830463035,0.7951769733073926,True,0.8503077569536285,0.7215581091985773
28,6,30,0,11.128960519767677,0.41547097025121593,0.1669209817199343,0.08265715865789842,0.08910847529296272,0.14371791389699984,True,0.8503077569536285,0.8298017700927703
29,6,30,0,27.19013446388302,0.008151051591634206,1.2597016196855544,0.20623945536513627,0.026472108265856203,0.012836478668349357,True,0.8503077569536285,0.8274206317163905
30,6,30,0,24.64784661608275,0.16527229656005327,0.6593667574080089,0.8035765052303032,0.04248609227772681,0.12282864470080905,True,0.8503077569536285,0.8243588044789355
31,6,30,0,9.719395276800974,0.9184411763699647,0.2302251727422041,0.6051436989302146,0.11869411577145125,0.27594416636817143,True,0.8503077569536285,0.8278166647679932
32,6,30,0,20.054792941478656,0.09866079639756464,0.8120945665653663,0.023956710983208337,0.14076579314966478,0.7508401755682695,True,0.8503077569536285,0.8386590036189954
33,6,30,0,14.064337234904588,0.20186394397192065,0.04399424378915943,0.03154351082227402,0.053777563875764454,0.05817965758929025,True,0.8503077569536285,0.8297872001705368
34,6,30,0,28.30806833660922,0.3498658334758392,0.05007208485203645,0.012483553098580194,0.1987295828615681,0.0922943720041307,True,0.8503077569536285,0.8014668344466366
